,No.,Material,Part Name,Storage Bin,Tact,Rack Number,Box 1,Box 2,Box 3,Box 4,Box 5,Recount 1,Recount 2,Recount 3,Recount 4,Recount 5,Status,Verify By,Remark,
,1435,4M0614726Q,BRAKE LINE,T8-2,08 RHS,SEQ RACK,23,,,,,,,,,,Verified,SHARIZAL,,
,1436,4M0864843N,"TRIM TUNNEL,0UTER",T8-27,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1437,4M0863983AA,DAMPING,T8-29,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1438,4M0825692H,"HEAT SHIELDING, TUNNEL,REAR",T8-30,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1439,4M0825661AN,"HEAT SHIELD,TUNNEL FRONT",T8-33,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1440,4M0825662R,"HEAT SHIELD,TUNNEL FRONT",T8-34,08 RHS,SEQ RACK,8,,,,,,,,,,Verified,SHARIZAL,,
,1441,4M0825623F,"HEAT SHIELD, CROSS PANEL",T8-38,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1442,4M0201544BF,FUEL LINE,T8-45,08 RHS,SEQ RACK,2,,,,,,,,,,Verified,SHARIZAL,,
,1443,4M0201995K,BREATHER PIPE,T8-56,08 RHS,SEQ RACK,3,,,,,,,,,,Verified,SHARIZAL,,
,1444,4G0915531,TUBE,T5-8,05 RHS,25,47,,,,,,,,,,Counted,,,Rack 24
,1445,N 91205201,12-POINT SOCKET FLANGE BOLT,GT13-20,13 RHS,48,64,,,,,64,,,,,Verified,MEGAT,,
,1446,5H6035577,IMPEDANCE CONVERTER,GT2-07,02 RHS,8,23,,,,,23,,,,,Verified,Faisal,,
,1447,5H0945067,RETAINING PART,GT2-30,02 RHS,8,598,,,,,598,,,,,Verified,Faisal,,
,1448,N 10662201,CABLE TIE,GT2-14,02 RHS,10,1900,,,,,,,,,,Verified,Faisal,,
,1449,5G0010029J,AIRBAG,T12-11,12 LHS,55,95,400,,,,,,,,,Verified,SHAQILA,,
,1450,5Q0611349B,SCREW CAP,T12-10,12 LHS,55,96,,,,,,,,,,Verified,SHAQILA,,
,1451,5WA201550AH,CAP,T12-3,12 LHS,55,0,,,,,,,,,,Counted,,,
,1452,5Q0611349B,SCREW CAP,GT12-01,12 LHS,55,96,,,,,,,,,,Verified,SHAQILA,,
,1453,5WA201550AM,CAP,GT12-02,12 LHS,55,102,,,,,,,,,,Verified,SHAQILA,,
,1454,1K0010833P,TIRE PRESSURE MONITORING SYSTEM,GT12-04,12 LHS,55,52,,,,,,,,,,Verified,SHAQILA,,
,1455,5G0010029J,AIRBAG,GT12-05,12 LHS,55,95,400,,,,,,,,,Verified,SHAQILA,,
,1456,5H0010000BS,TIRE PRESSURE,GT12-06,12 LHS,55,12,,,,,,,,,,Verified,SHAQILA,,
,1457,04E010012BK,"STICKER, FUEL",GT12-03,12 LHS,55,164,,,,,,,,,,Verified,SHAQILA,,
,1458,5H0010000,TIRE PRESSURE,GT12-07,12 LHS,55,4,,,,,,,,,,Verified,SHAQILA,,
,1459,04E010012Q,"STICKER, FUEL",GT12-08,12 LHS,55,92,,,,,,,,,,Verified,SHAQILA,,
,1460,5H0010000DK,TIRE PRESSURE,GT12-09,12 LHS,55,1,,,,,,,,,,Verified,SHAQILA,,
,1461,5H2857705J RAA,SEAT BELT,GT2-36,02 RHS,10,2,20,,,,2,,,,,Verified,Nisha,,20 pcs transit area
,1462,9Y2864906A,PROTECTIVE LINING,T14-20,CP8,CP8,15,,,,,15,,,,,Verified,Faisal,,
,1463,4M0290094,TRASPORT COVER,CP8-03,CP8,CP8,21,24,,,,21,24,,,,Verified,Faisal,,
,1464,4M0867385,PROTECTIVE LINING,CP8-04,CP8,CP8,11,,,,,11,,,,,Verified,Faisal,,
,1465,4KE512182,MOUNTING CLIP,WAHA-3,WAHA,WAHA,659,,,,,659,,,,,Verified,Faisal,,
,1466,4M0505415D,STONE GUARD,WAHA-2,WAHA,WAHA,6,6,6,1,,6,6,6,1,,Verified,Faisal,,
,1467,4M0505416C,STONE GUARD,WAHA-4,WAHA,WAHA,6,6,2,,,6,6,2,,,Verified,Faisal,,
,1468,4M0853173A 3FZ,TRIM,WAHA-5,WAHA,WAHA,18,,,,,,,,,,Counted,,,
,1469,4M0899183,PLUG,WAHA-1,WAHA,WAHA,30,,,,,30,,,,,Verified,Faisal,,
,1470,5H0853372A 4PK,SCUFF PLATE,GT13-31,15 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1471,5G0867749,RETAINING STRAP,GT14-36,15 RHS,SEQ RACK,5,,,,,,,,,,Counted,,,
,1472,5H0601171 FOD,COVER,GT15-05,15 RHS,SEQ RACK,24,,,,,,,,,,Counted,,,Box 2 yg betul 
,1473,5N0012615H,COMPRESSOR,GT14-59,15 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1474,8E0012619D,TIRE INFLATION BOTTLE,GT14-60,15 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1475,5G0601705A,BAG,GT14-61,15 RHS,SEQ RACK,1,,,,,,,,,,Counted,,,
,1476,5H6827934G A7C,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,2,,,,,,,,,,Verified,AZWAN,,
,1477,5H6827934G 0K1,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,0,1,1,1,1,,,,,,Counted,,,
,1478,5H6827933G A7C,REAR SPOILER,GT9-53,09 RHS,SEQ RACK,1,3,2,1,1,,,,,,Counted,,,
,1479,5H0807833 9B9,TRIM,GCP8-01,CP8,CP8,58,,,,,58,,,,,Verified,Faisal,,
,1480,5H0807834 9B9,TRIM,GCP8-02,CP8,CP8,55,,,,,55,,,,,Verified,Faisal,,
,1481,5H0807823 9B9,TRIM,GCP8-03,CP8,CP8,57,,,,,57,,,,,Verified,Faisal,,
,1482,5H0807824 9B9,TRIM,GCP8-04,CP8,CP8,57,,,,,57,,,,,Verified,Faisal,,
,1483,N 10009207,HEXAGON HEAD BOLT WITH WASHER,T6-34,06 LHS,28,35,,,,,35,,,,,Verified,MEGAT,,
,1484,06Q103925N,COVER,GT14-50,14 LHS,MISSING,13,,,,,13,,,,,Verified,Nisha,,
,1485,5H0853687F JZQ,"NAMEPLATE,REAR",GT1-46,01 LHS,MISSING,5,,,,,,,,,,Verified,JJ,,
,1486,N 10662201,CABLE TIE,GT2-14,02 LHS,MISSING,1900,,,,,1900,,,,,Verified,Nisha,,
,1487,5H0853493D,ADAPTER,GT10-05,10 RHS,SUMA,2,,,,,,,,,,Verified,,Adib,
,1488,5H0853494D,ADAPTER,GT10-34,10 RHS,SUMA,2,5,4,1,5,,,,,,Counted,,,
